epoch,index,firing_time,production,rewarded_time,delivered_reward,passed_time,received_reward,:u,rule,:activation,:u-CHECK-PASS,:u-DONT-CHECK,motivation,at
0,1,2.407,PROCESS-LOCATION,2.831,1.0,0.474,0.526,0.21040002,CIRCLE-LEFT,5.061086,0.48799998,0.20640002,1,0.05
0,1,2.457,PROCESS-SHAPE,2.831,1.0,0.424,0.5760000000000001,0.31559998,SQUARE-RIGHT,1.0054629,0.48799998,0.20640002,1,0.05
0,1,2.457,PROCESS-SHAPE,2.831,1.0,0.424,0.5760000000000001,0.31559998,CIRCLE-LEFT,5.061086,0.48799998,0.20640002,1,0.05
0,2,4.906,DONT-PROCESS-LOCATION,5.27,0.0,0.414,-0.414,-0.04060799,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.906,DONT-PROCESS-LOCATION,5.27,0.0,0.414,-0.414,-0.04060799,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.706,PROCESS-LOCATION,5.27,0.0,1.614,-1.614,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.706,PROCESS-LOCATION,5.27,0.0,1.614,-1.614,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.706,PROCESS-LOCATION,5.27,0.0,1.454,-1.454,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.706,PROCESS-LOCATION,5.27,0.0,1.454,-1.454,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.706,PROCESS-LOCATION,5.27,0.0,0.871,-0.871,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.706,PROCESS-LOCATION,5.27,0.0,0.871,-0.871,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.706,PROCESS-LOCATION,5.27,0.0,0.617,-0.617,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.706,PROCESS-LOCATION,5.27,0.0,0.617,-0.617,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.706,PROCESS-LOCATION,5.27,0.0,0.204,-0.204,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.706,PROCESS-LOCATION,5.27,0.0,0.204,-0.204,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.866,PROCESS-LOCATION,5.27,0.0,1.614,-1.614,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.866,PROCESS-LOCATION,5.27,0.0,1.614,-1.614,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.866,PROCESS-LOCATION,5.27,0.0,1.454,-1.454,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.866,PROCESS-LOCATION,5.27,0.0,1.454,-1.454,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.866,PROCESS-LOCATION,5.27,0.0,0.871,-0.871,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.866,PROCESS-LOCATION,5.27,0.0,0.871,-0.871,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.866,PROCESS-LOCATION,5.27,0.0,0.617,-0.617,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.866,PROCESS-LOCATION,5.27,0.0,0.617,-0.617,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.866,PROCESS-LOCATION,5.27,0.0,0.204,-0.204,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.866,PROCESS-LOCATION,5.27,0.0,0.204,-0.204,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.449,PROCESS-LOCATION,5.27,0.0,1.614,-1.614,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.449,PROCESS-LOCATION,5.27,0.0,1.614,-1.614,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.449,PROCESS-LOCATION,5.27,0.0,1.454,-1.454,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.449,PROCESS-LOCATION,5.27,0.0,1.454,-1.454,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.449,PROCESS-LOCATION,5.27,0.0,0.871,-0.871,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.449,PROCESS-LOCATION,5.27,0.0,0.871,-0.871,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.449,PROCESS-LOCATION,5.27,0.0,0.617,-0.617,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.449,PROCESS-LOCATION,5.27,0.0,0.617,-0.617,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.449,PROCESS-LOCATION,5.27,0.0,0.204,-0.204,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.449,PROCESS-LOCATION,5.27,0.0,0.204,-0.204,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.703,PROCESS-LOCATION,5.27,0.0,1.614,-1.614,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.703,PROCESS-LOCATION,5.27,0.0,1.614,-1.614,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.703,PROCESS-LOCATION,5.27,0.0,1.454,-1.454,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.703,PROCESS-LOCATION,5.27,0.0,1.454,-1.454,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.703,PROCESS-LOCATION,5.27,0.0,0.871,-0.871,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.703,PROCESS-LOCATION,5.27,0.0,0.871,-0.871,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.703,PROCESS-LOCATION,5.27,0.0,0.617,-0.617,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.703,PROCESS-LOCATION,5.27,0.0,0.617,-0.617,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.703,PROCESS-LOCATION,5.27,0.0,0.204,-0.204,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.703,PROCESS-LOCATION,5.27,0.0,0.204,-0.204,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,5.116,PROCESS-LOCATION,5.27,0.0,1.614,-1.614,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,5.116,PROCESS-LOCATION,5.27,0.0,1.614,-1.614,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,5.116,PROCESS-LOCATION,5.27,0.0,1.454,-1.454,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,5.116,PROCESS-LOCATION,5.27,0.0,1.454,-1.454,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,5.116,PROCESS-LOCATION,5.27,0.0,0.871,-0.871,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,5.116,PROCESS-LOCATION,5.27,0.0,0.871,-0.871,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,5.116,PROCESS-LOCATION,5.27,0.0,0.617,-0.617,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,5.116,PROCESS-LOCATION,5.27,0.0,0.617,-0.617,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,5.116,PROCESS-LOCATION,5.27,0.0,0.204,-0.204,-0.54803866,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,5.116,PROCESS-LOCATION,5.27,0.0,0.204,-0.204,-0.54803866,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.656,PROCESS-SHAPE,5.27,0.0,1.664,-1.664,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.656,PROCESS-SHAPE,5.27,0.0,1.664,-1.664,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.656,PROCESS-SHAPE,5.27,0.0,1.404,-1.404,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.656,PROCESS-SHAPE,5.27,0.0,1.404,-1.404,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.656,PROCESS-SHAPE,5.27,0.0,0.821,-0.821,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.656,PROCESS-SHAPE,5.27,0.0,0.821,-0.821,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.656,PROCESS-SHAPE,5.27,0.0,0.667,-0.667,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.656,PROCESS-SHAPE,5.27,0.0,0.667,-0.667,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.656,PROCESS-SHAPE,5.27,0.0,0.464,-0.464,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.656,PROCESS-SHAPE,5.27,0.0,0.464,-0.464,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.656,PROCESS-SHAPE,5.27,0.0,0.254,-0.254,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.656,PROCESS-SHAPE,5.27,0.0,0.254,-0.254,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.916,PROCESS-SHAPE,5.27,0.0,1.664,-1.664,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.916,PROCESS-SHAPE,5.27,0.0,1.664,-1.664,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.916,PROCESS-SHAPE,5.27,0.0,1.404,-1.404,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.916,PROCESS-SHAPE,5.27,0.0,1.404,-1.404,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.916,PROCESS-SHAPE,5.27,0.0,0.821,-0.821,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.916,PROCESS-SHAPE,5.27,0.0,0.821,-0.821,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.916,PROCESS-SHAPE,5.27,0.0,0.667,-0.667,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.916,PROCESS-SHAPE,5.27,0.0,0.667,-0.667,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.916,PROCESS-SHAPE,5.27,0.0,0.464,-0.464,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.916,PROCESS-SHAPE,5.27,0.0,0.464,-0.464,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,3.916,PROCESS-SHAPE,5.27,0.0,0.254,-0.254,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,3.916,PROCESS-SHAPE,5.27,0.0,0.254,-0.254,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.499,PROCESS-SHAPE,5.27,0.0,1.664,-1.664,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.499,PROCESS-SHAPE,5.27,0.0,1.664,-1.664,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.499,PROCESS-SHAPE,5.27,0.0,1.404,-1.404,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.499,PROCESS-SHAPE,5.27,0.0,1.404,-1.404,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.499,PROCESS-SHAPE,5.27,0.0,0.821,-0.821,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.499,PROCESS-SHAPE,5.27,0.0,0.821,-0.821,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.499,PROCESS-SHAPE,5.27,0.0,0.667,-0.667,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.499,PROCESS-SHAPE,5.27,0.0,0.667,-0.667,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.499,PROCESS-SHAPE,5.27,0.0,0.464,-0.464,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.499,PROCESS-SHAPE,5.27,0.0,0.464,-0.464,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.499,PROCESS-SHAPE,5.27,0.0,0.254,-0.254,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.499,PROCESS-SHAPE,5.27,0.0,0.254,-0.254,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.653,PROCESS-SHAPE,5.27,0.0,1.664,-1.664,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.653,PROCESS-SHAPE,5.27,0.0,1.664,-1.664,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.653,PROCESS-SHAPE,5.27,0.0,1.404,-1.404,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.653,PROCESS-SHAPE,5.27,0.0,1.404,-1.404,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.653,PROCESS-SHAPE,5.27,0.0,0.821,-0.821,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.653,PROCESS-SHAPE,5.27,0.0,0.821,-0.821,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.653,PROCESS-SHAPE,5.27,0.0,0.667,-0.667,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.653,PROCESS-SHAPE,5.27,0.0,0.667,-0.667,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.653,PROCESS-SHAPE,5.27,0.0,0.464,-0.464,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.653,PROCESS-SHAPE,5.27,0.0,0.464,-0.464,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.653,PROCESS-SHAPE,5.27,0.0,0.254,-0.254,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.653,PROCESS-SHAPE,5.27,0.0,0.254,-0.254,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.856,PROCESS-SHAPE,5.27,0.0,1.664,-1.664,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.856,PROCESS-SHAPE,5.27,0.0,1.664,-1.664,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.856,PROCESS-SHAPE,5.27,0.0,1.404,-1.404,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.856,PROCESS-SHAPE,5.27,0.0,1.404,-1.404,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.856,PROCESS-SHAPE,5.27,0.0,0.821,-0.821,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.856,PROCESS-SHAPE,5.27,0.0,0.821,-0.821,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.856,PROCESS-SHAPE,5.27,0.0,0.667,-0.667,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.856,PROCESS-SHAPE,5.27,0.0,0.667,-0.667,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.856,PROCESS-SHAPE,5.27,0.0,0.464,-0.464,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.856,PROCESS-SHAPE,5.27,0.0,0.464,-0.464,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,4.856,PROCESS-SHAPE,5.27,0.0,0.254,-0.254,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,4.856,PROCESS-SHAPE,5.27,0.0,0.254,-0.254,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,5.066,PROCESS-SHAPE,5.27,0.0,1.664,-1.664,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,5.066,PROCESS-SHAPE,5.27,0.0,1.664,-1.664,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,5.066,PROCESS-SHAPE,5.27,0.0,1.404,-1.404,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,5.066,PROCESS-SHAPE,5.27,0.0,1.404,-1.404,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,5.066,PROCESS-SHAPE,5.27,0.0,0.821,-0.821,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,5.066,PROCESS-SHAPE,5.27,0.0,0.821,-0.821,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,5.066,PROCESS-SHAPE,5.27,0.0,0.667,-0.667,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,5.066,PROCESS-SHAPE,5.27,0.0,0.667,-0.667,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,5.066,PROCESS-SHAPE,5.27,0.0,0.464,-0.464,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,5.066,PROCESS-SHAPE,5.27,0.0,0.464,-0.464,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,2,5.066,PROCESS-SHAPE,5.27,0.0,0.254,-0.254,-0.48975816,CIRCLE-LEFT,2.0133379,0.48799998,-0.276736,1,0.05
0,2,5.066,PROCESS-SHAPE,5.27,0.0,0.254,-0.254,-0.48975816,SQUARE-RIGHT,5.052215,0.48799998,-0.276736,1,0.05
0,3,6.095,DONT-PROCESS-LOCATION,6.505,1.0,0.46,0.54,0.19163519,CIRCLE-LEFT,3.4245644,0.5728,-0.276736,1,0.05
0,3,6.095,DONT-PROCESS-LOCATION,6.505,1.0,0.46,0.54,0.19163519,SQUARE-RIGHT,3.6651328,0.5728,-0.276736,1,0.05
0,3,6.145,DONT-PROCESS-SHAPE,6.505,1.0,0.41,0.5900000000000001,0.27032003,CIRCLE-LEFT,3.4245644,0.5728,-0.276736,1,0.05
0,3,6.145,DONT-PROCESS-SHAPE,6.505,1.0,0.41,0.5900000000000001,0.27032003,SQUARE-RIGHT,3.6651328,0.5728,-0.276736,1,0.05
0,4,7.38,DONT-PROCESS-LOCATION,7.76,1.0,0.43,0.5700000000000001,0.3429811,CIRCLE-LEFT,3.692726,0.61568,-0.276736,1,0.05
0,4,7.38,DONT-PROCESS-LOCATION,7.76,1.0,0.43,0.5700000000000001,0.3429811,SQUARE-RIGHT,3.2807257,0.61568,-0.276736,1,0.05
0,4,7.33,DONT-PROCESS-SHAPE,7.76,1.0,0.48,0.52,0.37019202,CIRCLE-LEFT,3.692726,0.61568,-0.276736,1,0.05
0,4,7.33,DONT-PROCESS-SHAPE,7.76,1.0,0.48,0.52,0.37019202,SQUARE-RIGHT,3.2807257,0.61568,-0.276736,1,0.05
0,5,8.635,DONT-PROCESS-LOCATION,8.996,1.0,0.411,0.589,0.44138867,SQUARE-RIGHT,3.4865785,0.649408,-0.276736,1,0.05
0,5,8.635,DONT-PROCESS-LOCATION,8.996,1.0,0.411,0.589,0.44138867,CIRCLE-LEFT,3.5070372,0.649408,-0.276736,1,0.05
0,5,8.585,DONT-PROCESS-SHAPE,8.996,1.0,0.461,0.5389999999999999,0.43771523,SQUARE-RIGHT,3.4865785,0.649408,-0.276736,1,0.05
0,5,8.585,DONT-PROCESS-SHAPE,8.996,1.0,0.461,0.5389999999999999,0.43771523,CIRCLE-LEFT,3.5070372,0.649408,-0.276736,1,0.05
0,6,9.821,DONT-PROCESS-LOCATION,10.245,1.0,0.474,0.526,0.4752332,SQUARE-RIGHT,5.1049995,0.6616448,-0.276736,1,0.05
0,6,9.821,DONT-PROCESS-LOCATION,10.245,1.0,0.474,0.526,0.4752332,CIRCLE-LEFT,1.3570838,0.6616448,-0.276736,1,0.05
0,6,9.871,DONT-PROCESS-SHAPE,10.245,1.0,0.424,0.5760000000000001,0.49302912,SQUARE-RIGHT,5.1049995,0.6616448,-0.276736,1,0.05
0,6,9.871,DONT-PROCESS-SHAPE,10.245,1.0,0.424,0.5760000000000001,0.49302912,CIRCLE-LEFT,1.3570838,0.6616448,-0.276736,1,0.05
0,7,11.07,DONT-PROCESS-LOCATION,11.879,1.0,0.859,0.14100000000000001,0.34892395,SQUARE-RIGHT,2.533711,0.75698686,0.04235843,1,0.05
0,7,11.07,DONT-PROCESS-LOCATION,11.879,1.0,0.859,0.14100000000000001,0.34892395,CIRCLE-LEFT,3.8269722,0.75698686,0.04235843,1,0.05
0,7,11.07,DONT-PROCESS-LOCATION,11.879,1.0,0.64,0.36,0.34892395,SQUARE-RIGHT,2.533711,0.75698686,0.04235843,1,0.05
0,7,11.07,DONT-PROCESS-LOCATION,11.879,1.0,0.64,0.36,0.34892395,CIRCLE-LEFT,3.8269722,0.75698686,0.04235843,1,0.05
0,7,11.289,DONT-PROCESS-LOCATION,11.879,1.0,0.859,0.14100000000000001,0.34892395,SQUARE-RIGHT,2.533711,0.75698686,0.04235843,1,0.05
0,7,11.289,DONT-PROCESS-LOCATION,11.879,1.0,0.859,0.14100000000000001,0.34892395,CIRCLE-LEFT,3.8269722,0.75698686,0.04235843,1,0.05
0,7,11.289,DONT-PROCESS-LOCATION,11.879,1.0,0.64,0.36,0.34892395,SQUARE-RIGHT,2.533711,0.75698686,0.04235843,1,0.05
0,7,11.289,DONT-PROCESS-LOCATION,11.879,1.0,0.64,0.36,0.34892395,CIRCLE-LEFT,3.8269722,0.75698686,0.04235843,1,0.05
0,7,11.12,DONT-PROCESS-SHAPE,11.879,1.0,0.809,0.19099999999999995,0.3873305,SQUARE-RIGHT,2.533711,0.75698686,0.04235843,1,0.05
0,7,11.12,DONT-PROCESS-SHAPE,11.879,1.0,0.809,0.19099999999999995,0.3873305,CIRCLE-LEFT,3.8269722,0.75698686,0.04235843,1,0.05
0,7,11.12,DONT-PROCESS-SHAPE,11.879,1.0,0.59,0.41000000000000003,0.3873305,SQUARE-RIGHT,2.533711,0.75698686,0.04235843,1,0.05
0,7,11.12,DONT-PROCESS-SHAPE,11.879,1.0,0.59,0.41000000000000003,0.3873305,CIRCLE-LEFT,3.8269722,0.75698686,0.04235843,1,0.05
0,7,11.339,DONT-PROCESS-SHAPE,11.879,1.0,0.809,0.19099999999999995,0.3873305,SQUARE-RIGHT,2.533711,0.75698686,0.04235843,1,0.05
0,7,11.339,DONT-PROCESS-SHAPE,11.879,1.0,0.809,0.19099999999999995,0.3873305,CIRCLE-LEFT,3.8269722,0.75698686,0.04235843,1,0.05
0,7,11.339,DONT-PROCESS-SHAPE,11.879,1.0,0.59,0.41000000000000003,0.3873305,SQUARE-RIGHT,2.533711,0.75698686,0.04235843,1,0.05
